	Avg_F2	Avg_GeoMean	Avg_Precision	Avg_ROCAUC	Avg_Recall	Avg_ThrshAcc	index	max_depth	max_features	min_samples_leaf	min_samples_split	n_estimators	run_time
252	0.0	0.0	0.41693100000000005	0.763642	0.0	0.8726450000000001	709.0	100.0	0.03	500.0	2.0	200.0	954.8430000000001
253	0.18526600000000001	0.228	0.472832	0.814513	0.210952	0.8836809999999999	898.0	100.0	0.49	500.0	100.0	200.0	3026.835
254	0.281041	0.354	0.551852	0.8558520000000001	0.316745	0.8908219999999999	495.0	50.0	0.25	5.0	10.0	100.0	1960.731
255	0.255405	0.292	0.544987	0.8531350000000001	0.289727	0.8892709999999999	502.0	50.0	0.25	5.0	100.0	200.0	5188.098
256	0.27171999999999996	0.326	0.5397310000000001	0.850499	0.307973	0.889684	247.0	20.0	0.49	1.0	50.0	200.0	5307.257
257	0.15861199999999998	0.223	0.512862	0.835041	0.192227	0.883315	153.0	20.0	0.1	10.0	100.0	100.0	870.573
258	0.286616	0.344	0.546701	0.853124	0.321499	0.890753	245.0	20.0	0.49	1.0	10.0	500.0	13182.508
259	5.6000000000000006e-05	0.068	0.450305	0.7954060000000001	0.036816	0.872649	1069.0	300.0	0.1	500.0	2.0	200.0	2247.93
260	0.18596500000000002	0.228	0.472998	0.814624	0.21098000000000003	0.883703	595.0	50.0	0.49	500.0	50.0	200.0	3065.065
261	0.162386	0.21899999999999997	0.505433	0.830744	0.191097	0.8833559999999999	766.0	100.0	0.1	50.0	100.0	200.0	1929.079
262	0.003225	0.053	0.483087	0.80576	0.023998	0.8729040000000001	607.0	100.0	0.01	1.0	50.0	200.0	987.1060000000001
263	0.21301799999999999	0.259	0.539033	0.8486360000000001	0.24566300000000002	0.8870549999999999	1049.0	300.0	0.1	10.0	10.0	500.0	7186.821
264	0.26958200000000004	0.327	0.536465	0.8492190000000001	0.305741	0.889482	266.0	20.0	0.49	10.0	2.0	500.0	14883.079
265	0.0	0.003	0.46976	0.80201	0.000285	0.8726450000000001	94.0	20.0	0.03	10.0	100.0	200.0	1363.1170000000002
266	0.0	0.006	0.47433100000000006	0.804326	0.000542	0.8726450000000001	76.0	20.0	0.03	5.0	10.0	200.0	1178.565
267	0.0	0.0	0.454399	0.792319	0.0	0.8726450000000001	100.0	20.0	0.03	50.0	10.0	200.0	1210.329
268	0.0	0.0	0.385768	0.731988	0.0	0.8726450000000001	659.0	100.0	0.01	500.0	100.0	500.0	1654.481
269	0.0	0.0	0.41839799999999994	0.763274	0.0	0.8726450000000001	1019.0	300.0	0.03	500.0	100.0	500.0	2252.431
270	0.006208	0.063	0.472178	0.805146	0.034631	0.873108	702.0	100.0	0.03	50.0	50.0	100.0	733.957
271	0.268839	0.322	0.540556	0.8517040000000001	0.305245	0.8895200000000001	873.0	100.0	0.49	10.0	100.0	100.0	4233.91
